Entry,t0,t4,t8,t12,t16,t20,t24
DDB_G0292430,3.48,6.06,5.55,2.34,1.13,9.36,1.87
DDB_G0290669,19.52,19.06,31.06,29.62,23.43,10.33,9.69
DDB_G0267704,62,95.89,98.39,124.36,106.58,70.45,82.28
DDB_G0293828,5.4,12.44,8.56,19.68,13.95,12.41,12.3
DDB_G0269376,1.63,0.58,2.57,2.12,3.95,2,1.72
DDB_G0277337,0.99,1.36,1.54,1.7,1.44,1.53,0.72
DDB_G0274439,0.59,2.81,0.92,0.52,0.95,0.93,0
DDB_G0270116,10.79,20.55,16.81,10.77,7.7,3.28,3.92
DDB_G0269936,0.32,1,0.49,2.81,11.34,13.08,6.5
DDB_G0283919,38.77,164.18,60.1,76.01,65.42,87.34,125.25
DDB_G0271564,27.36,62.05,42.38,34.46,21.75,15.09,17.1
DDB_G0290111,5.48,3.45,8.47,15.19,33.88,44.77,45.58
DDB_G0280465,21.87,17.9,33.72,51.2,39.7,35.71,27.99
DDB_G0283877,4.69,2.11,7.22,14.2,9.98,7.48,6.77
DDB_G0280803,15.4,17.76,23.57,15.95,6.73,5.58,6.59
DDB_G0273457,5.2,8.9,7.94,2.62,2.72,1.52,2.12
DDB_G0277925,8.85,13.59,13.42,11.95,10.6,5.27,4.62
DDB_G0288729,2.05,2.3,3.11,2.79,2.23,3.28,1.63
DDB_G0291782,0.8,0.54,1.21,0.59,0.5,0.64,0.41
DDB_G0285125,1.37,2.67,2.06,3.26,2.04,1.63,0.87
DDB_G0277009,1.48,1.19,2.22,3.81,4.86,1.5,3.5
DDB_G0284405,11.95,8,17.71,16.84,22.64,9.21,8.46
DDB_G0285575,3.46,1.36,5.13,5.56,4.48,2.26,2.54
DDB_G0285593,2.24,0.53,3.31,8.34,18.52,24.65,20.48
DDB_G0294421,150.01,284.36,221.16,89.66,102.92,76.15,59.4
DDB_G0273411,6.85,13.88,10.06,22.96,20.34,12.94,10.21
DDB_G0269652,16.1,16.68,23.33,23.73,17.97,14.2,17.92
DDB_G0288127,77.54,149.63,112.09,84.44,62.56,39.1,45.74
DDB_G0295657,35.11,51.13,50.55,56.91,42.87,28.44,25.79
DDB_G0284485,127.29,480.67,183.08,252.18,201.77,138.56,115.92
DDB_G0275509,0.42,0.78,0.6,0.73,0.89,0.82,1.67
DDB_G0285005,0.34,0.24,0.48,0.14,0.44,0.32,0.67
DDB_G0267766,0.2,0.26,0.29,0.39,0.16,0.29,0.08
DDB_G0294090,1860.98,2068.87,2637.11,1142.22,2091.08,1117.33,599.35
DDB_G0277231,77.2,81.97,109.13,77.08,36.45,25.76,24.68
DDB_G0293050,51.15,165.41,72.25,75.98,58.37,74.04,86.01
DDB_G0267482,5.95,3.22,8.38,11.63,21.74,12.95,11.71
DDB_G0282615,2.23,2.61,3.12,4.83,2.37,1.03,1.28
DDB_G0293868,2.01,0.72,2.82,2.61,1.22,0.64,0.64
DDB_G0284963,50.85,63.23,70.57,48.71,30.65,16.56,16.5
DDB_G0291312,4.42,4.07,6.13,12.02,14.82,63.15,13.32
DDB_G0269302,0.22,0.45,0.3,0.28,0.38,1.11,0.51
DDB_G0293946,0.44,1.05,0.61,1.16,3.84,2.27,1.2
DDB_G0287713,0.81,1.94,1.12,1.71,1.4,2.63,2.13
DDB_G0269242,220.24,178.03,301.9,260.19,272.17,361.65,375.19
DDB_G0290631,5.6,2.1,7.67,2.5,1.49,1.06,0.8
DDB_G0288639,105.59,191.64,144.41,148.51,97.61,156.92,122.68
DDB_G0268360,148.52,219.52,202.39,124.83,71.92,40.37,42.64
DDB_G0290319,4.03,9.8,5.49,4.32,4.26,3.73,10.39
DDB_G0277213,236.25,399.28,321.41,206.1,148.78,78.93,68.51
DDB_G0274595,910.32,745.16,1238.29,1044.72,747.76,511.21,456.19
DDB_G0279697,5.98,6.67,8.11,10.96,23.58,17.74,13.36
DDB_G0277327,4.46,4.54,6.04,4.16,5.81,3.33,3.15
DDB_G0279743,9.1,10.07,12.33,12.3,9.09,6.53,5.68
DDB_G0275751,27.22,21.42,36.76,22.05,9.48,12.72,27.26
DDB_G0284687,2.58,3.71,3.48,3.54,3.27,1.67,1.41
DDB_G0288209,1.3,1.54,1.73,2.88,2.45,2.59,1.66
DDB_G0286761,0.31,0.31,0.41,0.18,0.76,0.81,0.91
DDB_G0271684,0.51,0.07,0.67,0.72,1.74,15.5,23.41
DDB_G0270800,48.05,49.1,63.55,43.26,35.88,15.94,23.03
DDB_G0277611,0.38,0.41,0.5,0.73,0.55,0.45,0.67
DDB_G0278597,31.45,57.97,41.4,32.52,21.71,14.08,12.23
DDB_G0292130,17.36,5.84,22.81,24.57,20.93,15.29,10.77
DDB_G0269822,3.37,2.39,4.42,4.94,2.4,4.2,4.19
DDB_G0285029,4.23,2.02,5.54,10.45,33.83,32.07,31.69
DDB_G0276503,4.95,1.5,6.44,9.06,8.88,41.43,65.12
DDB_G0292568,5.14,3.88,6.69,6.41,9.14,3.67,4.27
DDB_G0277195,4.62,7.69,6,4.49,3.14,2.5,3.34
DDB_G0285735,0.51,0.2,0.65,0.91,0.98,0.68,0.62
DDB_G0294050,255.44,298.94,327.97,104,138.85,93.92,74.79
DDB_G0280127,0.71,0.73,0.91,0.95,0.87,1.4,1.05
DDB_G0275355,118.26,287.26,150.05,72.39,38.79,28.07,22.21
DDB_G0291247,485.17,312.31,614.04,531.11,532.18,359.07,299.61
DDB_G0282961,2.69,1.2,3.4,1.58,1.07,2.42,1.9
DDB_G0275823,2.45,1.21,3.08,4.61,3.88,2.34,1.72
DDB_G0275813,5.37,1.43,6.72,9.94,38.66,16.44,9.28
DDB_G0276321,2.55,2.82,3.18,6.93,4.26,2.48,1.81
DDB_G0284117,24.18,32.2,30.19,29.98,24.5,14.77,9.5
DDB_G0288953,2.51,2.31,3.08,4.5,3.89,7.24,3.06
DDB_G0284911,29.87,12.74,36.45,22.77,17.97,6.66,4.79
DDB_G0285021,35.56,69.87,43.3,39.66,32.29,18.46,11.17
DDB_G0278993,0.42,0.2,0.51,0.43,0.57,0.65,0.45
DDB_G0291173,44.71,53.98,54.17,48.6,37.33,18.02,18.31
DDB_G0289011,4.25,3.25,5.12,4.56,5.87,2.38,1.68
DDB_G0268182,11.52,8.9,13.84,22.49,16.99,13.04,10.38
DDB_G0281797,20.96,12.7,25.03,36.63,36.55,52.93,63.67
DDB_G0293380,0.43,0.76,0.51,0.44,0.43,0.88,0.87
DDB_G0270806,7.56,15.43,8.98,7.3,4.63,7.15,19.91
DDB_G0275613,0.41,0.21,0.48,0.81,1.09,0.4,0.68
DDB_G0275383,478.94,443.74,567.94,347.3,207.3,157.04,121.98
DDB_G0283823,10.85,2.59,12.81,25.73,13.26,7.53,5.64
DDB_G0293194,71.3,17.53,83.86,146.5,196.77,199.86,157.38
DDB_G0292654,15.52,8.12,18.14,16.18,13.64,11.79,13.95
DDB_G0288979,0.49,0.41,0.57,1.09,1.33,1.47,0.94
DDB_G0280535,414.8,628.5,480.57,204.15,93.75,54.04,63.46
DDB_G0274449,212.48,386.65,246.07,182.92,126.97,62.9,53.66
DDB_G0282603,1.4,0.75,1.62,0.42,0.68,2,0.86
DDB_G0269224,5.63,3.08,6.51,8.21,3.89,7.06,4.18
DDB_G0276711,32.52,89.1,37.39,37.73,55.59,87,48.47
DDB_G0281027,43.83,27.55,50.24,44.63,22.87,13.98,14.16
DDB_G0274249,32.28,8,36.97,73.4,72.03,62.95,39.22
DDB_G0284811,11.1,6.77,12.68,9.47,4.23,4.15,3.27
DDB_G0290123,55.15,60.86,62.91,51.41,43.22,22.44,14.21
DDB_G0276417,111.93,104.74,127.54,132.32,109.5,112.19,217.89
DDB_G0283415,8.94,4.88,10.17,12.05,32.71,31.82,27.3
DDB_G0270152,11.37,4.04,12.88,16.2,5.25,5.95,3.35
DDB_G0281685,2.14,3.6,2.39,3.34,4.19,3.51,3.62
DDB_G0268402,43.32,42.9,48.36,59.88,54.01,160.66,168.45
DDB_G0284809,5.92,3.22,6.6,5.29,2.03,2.03,1.75
DDB_G0285137,0.96,0.63,1.07,2.2,1.99,2.57,2.39
DDB_G0288759,60.25,71.06,66.58,39.08,12.86,12.94,12.59
DDB_G0291175,4.81,3,5.31,6.41,13.42,6.78,6.37
DDB_G0277801,0.39,0.28,0.43,0.5,0.84,0.61,0.32
DDB_G0271912,1.84,1.51,2.03,2.98,2.38,1.86,2.54
DDB_G0269848,12.79,17.13,13.98,12,9.87,8.65,8.75
DDB_G0284087,0.23,0.3,0.25,0.42,0.42,0.27,0.31
DDB_G0271506,2.2,1.04,2.37,3.34,3.75,1.83,2.24
DDB_G0278053,21.13,17.09,22.69,30.66,11.97,10.56,10.91
DDB_G0294591,8.67,13.93,9.3,12.72,18.21,12.8,8.04
DDB_G0277511,574.89,124.18,616.71,674.57,999.31,1131.9,1222.02
DDB_G0269640,3.37,2.37,3.6,5.48,7.89,3.89,3.23
DDB_G0276837,157.2,362.72,167.92,149.26,141.34,74.35,66
DDB_G0292298,7.41,9.42,7.83,8.85,7.26,7.68,5.1
DDB_G0292852,2.68,0.85,2.82,6.26,6.04,19.89,18.07
DDB_G0282101,1.73,1.11,1.82,1.9,2.02,1.24,1.23
DDB_G0289041,2.18,2.36,2.29,1.42,1.21,1.66,0.99
DDB_G0290395,19.07,6.86,20.05,20.56,23.26,17.36,17.74
DDB_G0270420,29.04,30.24,30.47,24.41,15.43,5.98,6.62
DDB_G0282485,5.63,4.17,5.88,5.95,3.32,3.11,3.2
DDB_G0293030,1.31,0.83,1.37,1.2,0.84,0.74,0.62
DDB_G0278315,0.72,0.72,0.75,0.73,0.53,0.61,0.9
DDB_G0283843,12.61,13.2,13.1,9.59,8.32,7.39,8.06
DDB_G0270254,5.24,7.57,5.44,2.34,1.27,2.35,4.65
DDB_G0278889,7.46,2.33,7.71,13.02,10.23,6.72,14.58
DDB_G0271998,1,0.62,1.02,3.39,3.95,1.84,2.88
DDB_G0272266,50.95,118.72,52.29,43.49,21.99,12.87,15.34
DDB_G0292556,0.45,0.46,0.46,0.64,1.03,0.89,0.73
DDB_G0285613,1.19,2.74,1.22,0.55,0.66,0.56,0.57
DDB_G0291568,167.04,138.11,169.13,286.56,308.15,1035.98,692.25
DDB_G0283669,74.85,83.77,74.87,72.74,63.64,44.19,58.81
DDB_G0279737,0.74,0.85,0.74,0.77,0.96,0.86,0.55
DDB_G0287377,51.47,25.75,51.16,57.19,47.29,38.75,36.11
DDB_G0276247,20.59,16.06,20.43,24.04,9.92,6.32,6.49
DDB_G0288875,100.12,74.94,98.85,114.21,87.68,44.15,41.59
DDB_G0291366,4.88,6.08,4.78,5.83,7.03,4.72,5.47
DDB_G0286445,0.64,0.2,0.62,1.87,2.38,2.31,3.53
DDB_G0280161,4.96,13.66,4.8,3.04,3.08,4.34,2.24
DDB_G0288247,88.21,130.29,85.38,40.28,25.12,13.15,10.48
DDB_G0281385,193.83,396.02,187.28,261.52,230.6,214.25,175.79
DDB_G0292604,1.04,0.3,1,3.09,4.45,3.57,1.72
DDB_G0277479,4.53,2.65,4.37,7.29,9.88,16.09,8.64
DDB_G0273295,22.18,13.97,21.04,22.93,14.12,9.02,11.08
DDB_G0270038,0.87,0.56,0.82,0.67,1.68,1.95,0.78
DDB_G0283703,3.64,1.38,3.45,4.37,8.98,6.29,5.67
DDB_G0268662,13.71,10,12.96,10.79,8.82,5.35,6.36
DDB_G0284693,657.03,521.23,617.45,342.53,212.22,152.43,102.01
DDB_G0290913,33.48,18.56,31.24,48.52,39.19,25.11,19.67
DDB_G0290311,4.74,1.13,4.41,5.14,8.43,5.66,9.87
DDB_G0280495,211.77,329.74,196.15,105.54,68.47,41.78,34.99
DDB_G0275973,1.08,0.83,1,0.86,1.77,1,0.29
DDB_G0287519,111.35,11.73,102.04,112.16,304.06,320.25,171.73
DDB_G0279527,12.08,6.09,10.92,14.53,12.17,7.92,7.12
DDB_G0287989,1.45,0.63,1.3,3.72,3.23,1.74,2.39
DDB_G0289471,9.1,15.53,8.13,7.02,3.97,11.61,3.5
DDB_G0289335,17.43,14.33,15.48,17.72,11.66,9.99,10.9
DDB_G0287043,3.12,0.46,2.77,6.75,5.64,2.73,2.89
DDB_G0293718,40.63,48.67,35.97,25.89,8.97,7.15,3.63
DDB_G0286335,24.69,8.33,21.85,22.74,25.82,26.52,61.8
DDB_G0270366,12.15,152.8,10.74,9.63,11.23,15.59,21.58
DDB_G0283061,0.74,0.86,0.65,1.44,0.57,1.76,1.72
DDB_G0271906,2.35,1.37,2.06,1.51,1.28,0.81,1.14
DDB_G0282951,14.86,5.13,12.99,15.88,10.54,18.03,45.63
DDB_G0277349,11.63,5.19,10.13,11.47,5.86,4.39,4.04
DDB_G0291346,1.66,0.79,1.43,1.11,1.81,2.19,1.82
DDB_G0283865,4.4,1.45,3.78,7.04,8.27,2.76,2.02
DDB_G0284713,4.58,1.31,3.93,3.09,3.59,2.83,1.72
DDB_G0292232,6.86,2.64,5.87,12.91,13.14,19.73,57.47
DDB_G0267552,123.62,103.55,105.46,109.29,78.94,77.26,81.4
DDB_G0279855,28.41,19.25,24.21,33.81,27.27,19.26,20.84
DDB_G0292270,173.6,185.96,147.56,203.55,192.83,213.98,164.46
DDB_G0291802,9.62,6.01,8.1,11.31,3.65,3.75,3.24
DDB_G0288835,10.52,5.14,8.85,6.7,3.26,2.5,1.81
DDB_G0293416,20.43,5.6,17.1,23.83,16.94,10.71,11.77
DDB_G0276341,299.13,321.67,248.09,122.7,56.63,34.73,30.19
DDB_G0277451,53.13,51.33,43.8,44.26,40.14,26.78,22.84
DDB_G0291265,114.89,228.63,94.45,57.76,73.01,85.38,61.47
DDB_G0278529,0.92,2.58,0.75,2.26,0.77,1.91,0.99
DDB_G0290147,3.67,0.81,3.01,1.67,4.79,3.22,2.59
DDB_G0282819,60.9,136.4,49.87,51.05,31.19,43.13,33.43
DDB_G0292306,348.02,318.69,280.49,146,90.42,50.42,45.65
DDB_G0272384,7.1,1.29,5.71,7.74,7.08,4.44,3.51
DDB_G0284145,0.98,0.34,0.79,0.56,0.52,0.34,0.58
DDB_G0286171,65.86,93.54,52.53,68.69,75.46,37.9,33.7
DDB_G0287107,2.1,1.27,1.67,3.28,1.79,1.45,0.82
DDB_G0274959,14.51,10.48,11.4,13.33,6.84,5.31,5.52
DDB_G0283991,4.52,1.94,3.55,12.48,38.6,57.28,33.56
DDB_G0278937,2.95,1.58,2.31,5.79,4.86,6.82,3.08
DDB_G0278267,2.7,1.4,2.11,1.59,1.44,1.09,1.04
DDB_G0279939,90.67,73.28,70.67,57.75,27.93,20.19,17.83
DDB_G0279627,0.36,0.28,0.28,0.81,0.37,0.37,0.63
DDB_G0278955,5.84,2.63,4.52,7.02,9.04,5.52,3.76
DDB_G0269352,10.11,2.15,7.8,13.09,13.63,10.09,16.17
DDB_G0280287,10.39,5.2,7.97,7.66,9.56,4.94,5.01
DDB_G0277847,94.89,54.97,72.4,40.04,29.61,21.35,32.92
DDB_G0287517,10.78,8.71,8.22,8.18,4,6.32,3.09
DDB_G0275029,167.23,327.05,127.14,93.95,77.31,71.32,96.58
DDB_G0281435,5.74,7.64,4.34,5.27,3.5,3.8,1.99
DDB_G0290437,7.75,1.88,5.85,4.27,4.06,2.94,1.17
DDB_G0288105,158.93,53.26,119.66,111.63,83.24,73.61,51.48
DDB_G0278839,5.54,4.81,4.12,6.28,5.97,3.16,2.88
DDB_G0287135,0.81,0.85,0.6,1.12,0.8,0.54,0.87
DDB_G0291708,17.68,13.55,13.13,12.14,8.52,5.22,5.37
DDB_G0267768,2.67,0.74,1.96,1.59,1.33,1.28,0.65
DDB_G0285783,109.59,54.66,79.86,66.61,41.96,26.8,23.15
DDB_G0286541,7.3,2.69,5.27,6.47,7.11,3.74,2.97
DDB_G0288255,1.21,0.5,0.87,5.03,3.6,2.12,2.56
DDB_G0281505,9.51,2.3,6.87,16.51,36.42,26.53,26.46
DDB_G0274549,533.5,517.52,384.86,200.57,185.23,202.57,186.37
DDB_G0279963,12.44,6.91,8.96,11.61,9.24,4.99,5.39
DDB_G0292994,257.2,226.37,184.77,189.29,203.46,106.22,211.55
DDB_G0290997,204.55,226.53,146.92,99.41,53.7,34.01,36.72
DDB_G0279715,3.81,0.89,2.72,2.01,1.25,2.12,1.34
DDB_G0288137,74.99,55.03,53.59,33.08,29.8,19.1,20.27
DDB_G0274657,29,9.53,20.66,34.68,43.81,23.19,23.14
DDB_G0270438,89.35,64.25,63.64,41.19,27,14.38,17.23
DDB_G0276291,69.01,23.04,49.14,47.96,66.57,46.9,36.03
DDB_G0288817,7.26,1.81,5.17,4.83,10.41,17.55,164.65
DDB_G0288523,5.77,8.38,4.08,5.77,8.11,7.63,14.65
DDB_G0291283,68.11,26.73,48.07,84.55,84.61,82.2,82.77
DDB_G0275669,25.22,6.95,17.71,30.73,45.07,86.02,97.97
DDB_G0271960,220.53,85.55,154.89,149.33,69.35,39.13,32.04
DDB_G0288429,26.35,26.43,18.46,104.09,85.8,71.96,56.04
DDB_G0270622,5.28,6.11,3.69,6.44,9.53,37.07,12.53
DDB_G0272889,2.15,1.84,1.5,1.51,1.45,1.91,1.02
DDB_G0269372,61.74,36.13,42.74,42.51,21.14,15.48,16.41
DDB_G0280889,2.69,0.31,1.84,1.57,2.03,1.17,10.43
DDB_G0292034,17.5,7.7,11.94,11.94,9.38,9.36,10.15
DDB_G0293340,0.38,0.64,0.26,0.29,0.45,3.65,6.09
DDB_G0290857,15.8,31.99,10.77,8.27,4.15,3.32,3.2
DDB_G0285239,360.58,320,244.9,248.78,167.94,163.35,142.29
DDB_G0272120,53.79,19.99,36.5,34.12,23.37,13.6,14.54
DDB_G0274311,93.81,70.86,63.59,39.4,22.07,6.07,12.54
DDB_G0271884,150.16,247.82,101.74,70.02,104.04,53.26,36.07
DDB_G0280021,4.91,1.29,3.33,3.54,2.05,3.79,1.71
DDB_G0287551,2.86,2.23,1.93,1.56,1.42,0.92,1.03
DDB_G0287331,10.34,5.03,6.99,9.02,7.72,6.7,4.41
DDB_G0275637,2.33,0.62,1.57,2.43,2.95,1.63,1.5
DDB_G0292040,1.5,3.14,1,0.67,0.71,0.74,1
DDB_G0283731,196.71,71.55,130.31,112.33,66.86,41.05,32.97
DDB_G0271774,170.18,148.7,111.34,181.1,123.74,171.85,128.62
DDB_G0282451,12.35,0.88,8.06,8.26,3.36,2.62,0.88
DDB_G0274567,1.51,0.88,0.97,1.09,1.24,1.11,0.28
DDB_G0290495,15.13,5.76,9.74,12.66,11.45,10.13,6.75
DDB_G0270050,9.65,3.43,6.19,8.43,8.11,6.47,10.78
DDB_G0292566,111.21,20.13,71.01,118.57,94.25,82.05,50.48
DDB_G0292326,25.81,7.69,16.45,31.59,11.38,9.36,37.01
DDB_G0281171,5.18,3.21,3.29,3.17,1.52,1.79,1.13
DDB_G0276305,164.3,281.96,103.85,119.43,102.9,142.61,102.75
DDB_G0281393,733.28,595.91,460.27,273.62,176.8,119.17,100.91
DDB_G0268564,8.23,2.06,5.16,9.55,7.31,3.72,6.08
DDB_G0279227,8.55,6.89,5.35,4.92,3.8,3.02,3.92
DDB_G0280353,47.81,8.1,29.82,46.08,54.1,38,27.09
DDB_G0292420,16.51,9.56,10.23,19.79,17.89,30.18,22.46
DDB_G0291193,4.16,1.95,2.55,2.53,2.94,5.02,4.93
DDB_G0270916,2.28,0.73,1.4,1.29,1.38,0.87,1.09
DDB_G0279695,16.76,3.96,10.25,27.27,18.93,27.5,29.04
DDB_G0291648,286.75,122.54,175.02,140.28,99.66,65.65,66.93
DDB_G0287627,26.43,7.53,16.13,12.95,5.66,5.37,6.02
DDB_G0294066,249.31,167.01,151.9,56.83,75.52,52.37,46.03
DDB_G0270752,18.72,23.52,11.39,11.1,7.02,4.13,3.92
DDB_G0282195,76.26,27.13,46.38,43.47,48.53,38.34,42.25
DDB_G0274455,78.25,169.25,47.39,45.35,20.94,27.95,71.07
DDB_G0268646,187.16,206.02,113.21,52.96,52.19,27.95,28.95
DDB_G0292104,4.1,3.37,2.44,5.31,2.45,3.53,7.11
DDB_G0268990,1.91,0.96,1.14,1.75,1.42,0.87,1.41
DDB_G0274859,2631.99,944.01,1556.33,1854.86,2136.29,2217.93,1474.64
DDB_G0294016,14136.87,13027.12,8307.49,3149.07,2338.51,1625.13,1342.97
DDB_G0283857,24.95,5.04,14.62,13.03,11.17,4,4.6
DDB_G0287825,26.89,15.75,15.73,28.88,12.69,11.63,8.94
DDB_G0288891,43.47,11.82,25.38,48.65,74.61,54.5,46.23
DDB_G0269218,11.44,2.36,6.67,20.79,17.03,22.03,23.72
DDB_G0267536,65.84,22.65,38.2,19.32,9.17,6.15,17.32
DDB_G0287603,6.77,2.07,3.92,3.56,3.96,4.35,0.99
DDB_G0290299,12.61,5.37,7.28,5.88,6.14,0.82,4.05
DDB_G0291318,26.7,9.86,15.28,19.05,9.66,8.04,6.95
DDB_G0268054,2.37,1.38,1.35,2.74,0,0.41,0.53
DDB_G0283283,276.56,223,157.49,136.81,123.72,78.83,62.33
DDB_G0283973,18.52,10.8,10.52,6.2,4.72,3.37,2.82
DDB_G0280293,12.3,9.14,6.98,24.95,85.39,65.36,59.12
DDB_G0271310,4.85,1.17,2.74,2.68,2.61,1.38,2.15
DDB_G0269282,52.65,19.19,29.65,27.81,24.73,22.88,11.82
DDB_G0295715,4.06,2.6,2.28,4.19,3.83,5.15,5.85
DDB_G0284897,20.19,10.39,11.32,11.76,15.27,11.56,10.58
DDB_G0283411,162.49,23.6,90.6,144.23,148.83,165.3,171.28
DDB_G0271544,213.28,231.98,117.97,109.34,158.98,220.54,343.05
DDB_G0292250,105.42,19.29,58.08,65.71,63.88,22.6,25.96
DDB_G0283533,12.63,6.85,6.94,11.65,5.98,6.65,10.42
DDB_G0285053,16.28,26.92,8.91,6.93,4.62,3.52,216.54
DDB_G0267890,14.16,6.94,7.65,23.95,24.9,18.79,26.02
DDB_G0287811,124.7,43.71,67.38,37.22,11.79,7.91,10.97
DDB_G0284959,0.8,1.3,0.43,0.27,0.33,0.12,0
DDB_G0272232,35.06,37.44,18.94,17.44,8.59,5.24,4.89
DDB_G0285339,5.68,5.25,3.06,3.19,2.29,13.52,20.88
DDB_G0289469,10.47,4.23,5.63,4.46,3.92,3.53,4.27
DDB_G0284583,92.87,76.02,49.76,26.16,8.52,10.21,15.32
DDB_G0279009,18.1,7.38,9.68,18.46,6.19,11.42,10.38
DDB_G0289461,6.81,2.15,3.62,3.91,2.87,1.29,3.11
DDB_G0288387,59.45,17.23,31.58,75.51,68.91,87.93,132.09
DDB_G0290875,1.01,0.56,0.53,1.53,0.68,0.74,0.09
DDB_G0283275,12.65,10.73,6.66,5.71,4.49,4.19,3.71
DDB_G0270500,8.19,7.31,4.28,12.22,8.75,5.32,3.95
DDB_G0280569,565.1,202.45,291.96,280.8,273.17,212.22,154.27
DDB_G0292722,2.91,2.6,1.5,0.72,0.42,0.22,1.12
DDB_G0271630,43.18,31.68,22.19,20.61,15.55,11.83,9.71
DDB_G0293246,6.62,1.05,3.4,4.09,4.45,3.31,4.94
DDB_G0273417,0.41,0.2,0.21,0.53,0.77,1.73,0.68
DDB_G0275257,12.26,2.92,6.23,5.18,5.89,2.06,2.14
DDB_G0288903,10.42,3.29,5.25,6.91,6.1,5.07,7.17
DDB_G0288983,23.33,7.79,11.75,12.6,11.91,6.24,5.14
DDB_G0276099,217.65,93.83,108.93,100.68,56.63,30.21,29.72
DDB_G0285969,43.43,83.62,21.67,31.1,29.05,22.98,15.94
DDB_G0274257,5.27,2.23,2.63,1.83,0.83,1.31,2.56
DDB_G0286955,4.55,1.74,2.24,4.69,2.95,3.55,3.77
DDB_G0271842,108.24,25.88,53.22,36.4,19.9,13.95,14.43
DDB_G0283861,9.82,6.7,4.8,11.06,9.79,11.15,13.6
DDB_G0289679,161.46,105.01,78.14,60.2,29.75,17.73,19.09
DDB_G0291910,2.34,1.29,1.13,1.25,0.35,1.24,0.7
DDB_G0289179,1841.53,899.55,890.52,1656.96,841.34,182.35,94.12
DDB_G0293126,13.76,9.77,6.58,5.23,3.69,1.68,3.09
DDB_G0293480,35.59,21.42,17.01,21.78,16.27,10.66,10.15
DDB_G0284249,70.01,32.01,33.27,32.4,23.49,18.31,11.48
DDB_G0287839,23.78,5.97,11.22,26.14,43.06,69.91,49.38
DDB_G0274339,823.21,404.23,386.75,344.92,296.24,397.71,365.24
DDB_G0283799,2.53,0.26,1.18,0.91,1.5,1.02,1.65
DDB_G0286429,17.06,7.72,7.95,19.84,7.25,7.6,5.17
DDB_G0278345,405.1,42.97,188.5,213.87,255,385.57,660.77
DDB_G0278471,21.54,2.6,9.94,15.01,26.72,14.26,13.01
DDB_G0275071,23.35,9.73,10.76,10.88,8.09,7.21,4.86
DDB_G0275933,2.91,1.68,1.33,1.35,0.68,1.21,1.05
DDB_G0279827,47.21,6.89,21.36,38.37,50.93,61.75,53.42
DDB_G0292882,50,19.47,22.56,18.52,11.62,9.44,10.21
DDB_G0267492,53.99,48.31,24.12,22.16,17.53,9.33,10.76
DDB_G0267966,118.19,43.77,52.62,129.02,122.46,127.87,124.75
DDB_G0291299,2.47,1.16,1.1,1.42,1.12,2.34,1.61
DDB_G0278195,3.42,0.31,1.52,1.81,0.55,1.22,1.41
DDB_G0268020,81.53,26,36,37.93,36.46,50.4,69.32
